Provider name,Subject area of degree,Employment and further study,Unknown pattern of further study,Part-time further study,Voluntary or unpaid work,Unknown pattern of employment,"Other including travel, caring for someone or retired",Total with known outcomes,Full-time employment,Total,Unemployed,Non-respondents,Part-time employment,Full-time further study
The University of Birmingham,16 Law,1340,0,40,100,20,425,8970,4240,22725,600,13800,550,1450
The University of Birmingham,17 Business and management,3700,0,120,230,460,1265,32235,22550,116560,1370,84280,1275,1135
The University of Birmingham,19 Language and area studies,2065,0,30,245,50,1055,18295,9340,37430,1145,19190,2460,1770
The University of Birmingham,"20 Historical, philosophical and religious studies",2260,0,260,400,0,1360,18950,9375,35400,1050,16440,2075,2140
The University of Birmingham,22 Education and teaching,2615,0,25,65,80,1185,25405,17605,50895,425,25500,2715,540
The University of Birmingham,23 Combined and general studies,120,0,0,0,0,160,1420,540,2750,40,1320,80,260
The University of Birmingham,"24 Media, journalism and communications",0,0,0,0,0,0,485,325,985,0,450,30,0
The University of Birmingham,"25 Design, and creative and performing arts",545,0,0,20,0,165,4010,1650,8360,150,4360,895,400
The University of Birmingham,"26 Geography, earth and environmental studies (social sciences)",140,0,0,0,0,60,1210,540,2260,80,1120,100,190
University College Birmingham,03 Biological and sport sciences,395,0,0,110,0,200,3200,1400,6830,190,3550,665,180
University College Birmingham,"06 Agriculture, food and related studies",390,0,0,10,20,320,5800,3330,11110,500,5300,840,250
University College Birmingham,15 Social sciences,620,0,100,20,0,555,5100,2110,9000,670,3940,675,260
University College Birmingham,17 Business and management,1430,0,90,260,110,1155,15125,7500,35815,1670,20700,1945,865
University College Birmingham,22 Education and teaching,225,0,80,0,0,260,3245,1820,6060,230,2810,315,120
University College Birmingham,"25 Design, and creative and performing arts",370,0,40,40,40,300,4420,1770,9725,310,5310,1300,120
Bishop Auckland College,03 Biological and sport sciences,0,0,0,0,0,0,180,20,360,0,180,0,0
Bishop Auckland College,10 Engineering and technology,0,0,0,0,0,0,280,240,760,0,480,0,0
Bishop Auckland College,15 Social sciences,0,0,0,0,0,0,60,0,220,0,120,40,0
Bishop Auckland College,17 Business and management,0,0,0,0,0,0,80,40,120,0,40,0,0
Bishop Auckland College,"25 Design, and creative and performing arts",0,0,0,0,0,0,180,0,400,0,280,0,0
Bristol Baptist College,"20 Historical, philosophical and religious studies",0,0,0,0,0,0,485,200,675,0,160,40,0
Bishop Burton College,03 Biological and sport sciences,40,0,0,0,0,10,810,400,1775,0,920,160,0
Bishop Burton College,05 Veterinary sciences,40,0,0,0,0,0,280,140,690,0,320,100,0
Bishop Burton College,"06 Agriculture, food and related studies",350,0,0,130,0,140,2950,1410,6100,180,3160,660,40
Bishop Burton College,15 Social sciences,0,0,0,0,0,0,240,40,480,0,280,40,0
Bishop Burton College,17 Business and management,0,0,0,0,0,0,200,100,400,0,220,0,0
Bishop Burton College,"25 Design, and creative and performing arts",0,0,0,0,0,0,140,0,320,0,240,40,0
Bishop Grosseteste University,02 Subjects allied to medicine,40,0,0,0,0,0,350,155,635,0,320,10,0
Bishop Grosseteste University,03 Biological and sport sciences,0,0,0,0,0,0,240,140,500,0,280,0,0
Bishop Grosseteste University,04 Psychology,120,0,0,0,0,0,760,360,1220,20,440,200,60
Bishop Grosseteste University,09 Mathematical sciences,0,0,0,0,0,0,20,0,100,0,0,0,0
Bishop Grosseteste University,15 Social sciences,70,0,0,0,0,160,1585,860,2945,0,1410,280,160
Bishop Grosseteste University,17 Business and management,40,0,0,0,0,0,240,200,490,0,320,0,0
Bishop Grosseteste University,19 Language and area studies,40,0,0,0,0,0,595,310,920,0,320,20,60
Bishop Grosseteste University,"20 Historical, philosophical and religious studies",70,0,0,0,0,65,1145,485,1680,90,560,95,110
Bishop Grosseteste University,22 Education and teaching,1445,0,20,80,20,645,19250,13995,32230,570,13010,1720,585
Bishop Grosseteste University,"25 Design, and creative and performing arts",40,0,0,0,0,0,440,220,700,0,320,0,0
Blackburn College,02 Subjects allied to medicine,80,0,0,0,0,40,540,140,1280,20,720,160,0
Blackburn College,03 Biological and sport sciences,40,0,0,0,0,0,380,60,820,0,440,40,0
Blackburn College,04 Psychology,80,0,0,0,0,40,420,160,1000,0,560,20,40
Blackburn College,10 Engineering and technology,40,0,0,0,0,0,460,280,1020,0,560,20,0
Blackburn College,11 Computing,0,0,0,0,0,0,260,100,600,0,320,0,0
Blackburn College,"13 Architecture, building and planning",40,0,0,0,0,0,450,300,1010,0,600,0,0
Blackburn College,15 Social sciences,260,0,0,80,0,380,2540,1010,6910,240,4340,340,180
Blackburn College,16 Law,80,0,0,0,0,40,665,185,1675,0,970,120,0
Blackburn College,17 Business and management,160,0,40,0,0,100,1380,600,3700,120,2320,260,40
Blackburn College,19 Language and area studies,0,0,0,0,0,0,200,0,300,0,200,0,0
Blackburn College,22 Education and teaching,245,0,0,0,0,145,2280,1095,6000,195,3710,285,120
Blackburn College,23 Combined and general studies,0,0,0,0,0,0,140,40,280,0,120,0,0
Blackburn College,"25 Design, and creative and performing arts",200,0,0,0,0,100,1040,200,2580,100,1480,340,0
Blackpool and the Fylde College,02 Subjects allied to medicine,80,0,0,0,0,40,800,360,2200,0,1440,120,0
Blackpool and the Fylde College,03 Biological and sport sciences,60,0,0,0,0,40,860,280,2320,60,1520,180,140
Blackpool and the Fylde College,10 Engineering and technology,940,0,40,0,0,350,6210,3620,15500,410,9300,260,550
Blackpool and the Fylde College,11 Computing,180,0,0,0,0,120,1890,900,4290,320,2360,340,80
Blackpool and the Fylde College,"13 Architecture, building and planning",20,0,0,0,0,0,140,50,440,0,320,0,0
Blackpool and the Fylde College,15 Social sciences,120,0,0,0,0,170,2060,1020,5440,160,3400,370,40
Blackpool and the Fylde College,17 Business and management,590,0,0,0,0,220,4100,2500,10840,220,6740,420,20
Blackpool and the Fylde College,19 Language and area studies,0,0,0,0,0,0,180,80,540,0,400,0,0
Blackpool and the Fylde College,22 Education and teaching,320,0,0,0,0,200,2425,1225,6080,125,3650,385,120
Blackpool and the Fylde College,"25 Design, and creative and performing arts",80,0,0,0,0,120,1840,940,4320,60,2440,440,20
Bloomsbury Institute,16 Law,180,0,0,0,0,40,840,300,1460,120,600,80,40
Bloomsbury Institute,17 Business and management,460,0,0,0,40,620,4760,2070,9350,490,4580,720,160
Bolton College,10 Engineering and technology,0,0,0,0,0,0,220,160,620,0,400,0,0
Bolton College,11 Computing,0,0,0,0,0,0,80,40,140,0,80,40,0
Bolton College,"13 Architecture, building and planning",0,0,0,0,0,0,80,40,180,0,120,0,0
Bolton College,15 Social sciences,0,0,0,0,0,0,120,40,260,0,160,0,0
The University of Bolton,02 Subjects allied to medicine,1025,0,0,10,0,680,9335,6005,18925,205,9510,1000,300
The University of Bolton,03 Biological and sport sciences,250,0,0,20,0,50,1765,760,3695,100,1920,330,50
The University of Bolton,04 Psychology,240,0,0,0,0,210,2255,900,4685,130,2460,365,190
The University of Bolton,09 Mathematical sciences,0,0,0,0,0,0,160,40,280,0,120,0,0
The University of Bolton,10 Engineering and technology,400,0,0,0,0,210,4090,2440,9900,305,5810,305,280
The University of Bolton,11 Computing,240,0,0,10,0,120,2695,1290,6425,330,3750,495,40
The University of Bolton,"13 Architecture, building and planning",70,0,0,0,0,0,600,330,1360,0,780,0,0
The University of Bolton,15 Social sciences,550,0,0,60,0,350,4910,2475,10390,200,5510,725,320
The University of Bolton,16 Law,150,0,0,0,0,40,670,200,1625,20,980,30,0
The University of Bolton,17 Business and management,480,0,10,80,50,360,4690,2385,14235,355,9500,600,130
The University of Bolton,19 Language and area studies,0,0,0,0,0,60,555,220,1105,80,540,70,40
The University of Bolton,22 Education and teaching,895,0,0,35,10,435,7665,4265,15350,310,7680,1345,125
The University of Bolton,"24 Media, journalism and communications",0,0,0,0,0,0,360,80,760,20,440,160,0
The University of Bolton,"25 Design, and creative and performing arts",330,0,20,20,80,340,4530,1980,11520,300,6920,1275,220
Boston College,03 Biological and sport sciences,0,0,0,0,0,0,280,120,560,0,240,60,0
Boston College,11 Computing,0,0,0,0,0,0,120,20,220,0,60,0,0
Boston College,17 Business and management,40,0,0,0,0,30,440,200,920,20,440,40,20
Boston College,22 Education and teaching,180,0,0,0,0,0,900,480,1865,0,900,40,60
Boston College,"25 Design, and creative and performing arts",40,0,0,0,0,0,560,200,1160,0,560,120,0
The Arts University Bournemouth,"13 Architecture, building and planning",130,0,0,0,0,0,1080,700,1790,40,710,70,0
The Arts University Bournemouth,17 Business and management,0,0,0,0,0,40,960,660,1700,40,760,80,0
The Arts University Bournemouth,"25 Design, and creative and performing arts",1750,0,10,400,240,1205,29715,15590,50145,2125,20480,7470,790
The Bournemouth and Poole College,03 Biological and sport sciences,0,0,0,0,0,0,60,0,180,0,120,40,0
The Bournemouth and Poole College,10 Engineering and technology,60,0,0,0,0,0,240,120,1000,0,720,0,0
The Bournemouth and Poole College,11 Computing,0,0,0,0,0,0,200,60,480,0,280,0,0
The Bournemouth and Poole College,17 Business and management,40,0,0,0,0,0,260,120,760,0,480,0,0
The Bournemouth and Poole College,"24 Media, journalism and communications",0,0,0,0,0,0,40,0,60,0,40,0,0
The Bournemouth and Poole College,"25 Design, and creative and performing arts",20,0,0,0,0,40,1080,420,2340,80,1320,340,20
Bournemouth University,02 Subjects allied to medicine,1120,0,20,20,60,825,17795,13000,33835,170,16070,2135,290
Bournemouth University,03 Biological and sport sciences,565,0,0,120,0,180,5195,2855,10595,290,5370,570,540
Bournemouth University,04 Psychology,1115,0,0,170,0,535,7960,4235,16925,485,8890,720,545
Bournemouth University,"06 Agriculture, food and related studies",0,0,0,0,0,0,60,30,160,0,80,0,0
Bournemouth University,07 Physical sciences,310,0,0,0,0,225,3125,1910,5740,210,2570,255,200
Bournemouth University,10 Engineering and technology,400,0,0,0,0,50,3445,2500,7475,160,4010,160,80
Bournemouth University,11 Computing,1100,0,20,20,60,365,12695,8300,27230,840,14520,1430,350
Bournemouth University,"26 Geography, earth and environmental studies (natural sciences)",60,0,0,0,0,0,995,570,1820,90,830,90,100
Bournemouth University,15 Social sciences,985,0,20,30,0,495,9795,6300,18550,345,8740,1120,340
Bournemouth University,16 Law,565,0,0,0,0,195,4240,2805,10045,120,5810,155,170
Bournemouth University,17 Business and management,2640,0,80,120,210,1030,29095,20590,68755,1840,39650,1745,680
Bournemouth University,19 Language and area studies,200,0,0,0,0,40,2230,1215,4405,170,2200,400,100
Bournemouth University,"20 Historical, philosophical and religious studies",270,0,0,0,0,140,3080,1825,5855,95,2800,450,140
Bournemouth University,22 Education and teaching,120,0,0,0,0,0,640,440,1200,0,560,0,0
Bournemouth University,"24 Media, journalism and communications",505,0,0,40,80,290,9435,6250,18910,480,9470,1475,210
Bournemouth University,"25 Design, and creative and performing arts",475,0,40,100,40,230,8945,5390,17845,665,8860,1695,230
Bournemouth University,"26 Geography, earth and environmental studies (social sciences)",0,0,0,0,0,0,540,360,930,40,400,40,0
BPP University,01 Medicine and dentistry,0,0,0,0,0,20,250,130,600,0,340,0,0
BPP University,02 Subjects allied to medicine,165,0,0,0,0,150,1645,1140,3050,0,1420,180,0
BPP University,04 Psychology,170,0,0,0,0,80,1005,470,2760,40,1720,140,0
BPP University,"06 Agriculture, food and related studies",40,0,0,0,0,0,180,40,300,0,120,0,0
BPP University,15 Social sciences,0,0,0,40,0,160,830,290,4560,120,3720,40,20
BPP University,16 Law,4835,20,200,530,370,2360,59645,44280,159450,2105,99840,1650,3230
BPP University,17 Business and management,900,0,20,60,200,1370,12540,6445,66975,1480,54460,1200,700
The University of Bradford,02 Subjects allied to medicine,2670,0,60,120,70,1550,23790,14725,47960,825,24180,2515,1135
The University of Bradford,03 Biological and sport sciences,340,0,0,0,0,190,3000,1170,5690,285,2690,260,620
The University of Bradford,04 Psychology,275,0,0,60,0,140,2525,1040,5300,170,2740,410,230
The University of Bradford,07 Physical sciences,210,0,0,0,0,160,2400,1060,4645,240,2240,310,345
The University of Bradford,10 Engineering and technology,410,0,0,80,0,340,5340,2710,12565,615,7190,465,560
The University of Bradford,11 Computing,525,0,0,0,40,170,4280,2245,10155,525,5880,455,220
The University of Bradford,15 Social sciences,570,0,20,110,30,650,7180,3815,17255,605,10080,900,480
The University of Bradford,16 Law,390,0,0,20,0,170,2165,670,5730,345,3550,140,280
The University of Bradford,17 Business and management,910,0,0,130,130,610,10110,5695,33545,1125,23450,865,580
The University of Bradford,"20 Historical, philosophical and religious studies",0,0,0,0,0,0,60,0,80,0,0,0,0
The University of Bradford,22 Education and teaching,40,0,0,0,0,0,80,40,200,0,80,0,0
The University of Bradford,"24 Media, journalism and communications",80,0,0,0,0,0,670,190,1200,80,580,180,0
The University of Bradford,"25 Design, and creative and performing arts",0,0,0,0,0,0,270,70,575,0,310,0,0
Bradford College,02 Subjects allied to medicine,190,0,0,0,0,100,1470,700,3670,80,2260,310,20
Bradford College,03 Biological and sport sciences,0,0,0,0,0,0,240,40,680,0,500,0,0
Bradford College,09 Mathematical sciences,0,0,0,0,0,0,70,10,100,0,50,0,0
Bradford College,10 Engineering and technology,40,0,0,0,0,0,770,490,1960,10,1220,0,0
Bradford College,11 Computing,0,0,0,0,0,0,440,200,1065,100,610,50,0
Bradford College,"13 Architecture, building and planning",0,0,0,0,0,0,280,130,790,0,480,0,0
Bradford College,15 Social sciences,40,0,0,0,0,140,870,660,2185,0,1350,60,0
Bradford College,16 Law,40,0,0,0,0,20,420,80,1350,40,960,0,0
Bradford College,17 Business and management,20,0,0,0,0,30,615,265,1745,130,1120,40,40
Bradford College,22 Education and teaching,335,0,0,0,0,315,3915,2265,9350,275,5420,515,110
Bradford College,"25 Design, and creative and performing arts",110,0,0,0,0,60,1315,430,3215,160,1840,360,0
The University of Brighton,01 Medicine and dentistry,420,0,0,0,0,10,3125,2295,5515,0,2330,200,0
The University of Brighton,02 Subjects allied to medicine,2575,0,40,130,30,1460,25440,15970,44255,655,18820,3535,835
The University of Brighton,03 Biological and sport sciences,825,0,20,150,0,260,6730,3495,12060,265,5340,815,820
The University of Brighton,04 Psychology,450,0,40,50,0,200,3550,1680,6510,170,2980,630,210
The University of Brighton,07 Physical sciences,120,0,0,0,0,80,1030,470,1660,60,590,40,140
The University of Brighton,09 Mathematical sciences,50,0,0,0,0,0,1105,700,1660,60,560,20,80
The University of Brighton,10 Engineering and technology,320,0,0,0,0,220,4725,3005,9115,375,4420,240,430
The University of Brighton,11 Computing,320,0,0,0,0,130,3985,2620,7615,260,3620,335,140
The University of Brighton,"13 Architecture, building and planning",355,0,0,0,0,150,3840,2515,7260,190,3430,325,60
The University of Brighton,"26 Geography, earth and environmental studies (natural sciences)",290,0,0,40,0,100,2975,1735,5285,180,2280,280,270
The University of Brighton,15 Social sciences,1150,0,40,80,0,580,10480,6545,19185,495,8740,995,460
The University of Brighton,16 Law,330,0,0,0,0,180,2320,1100,4455,90,2160,190,215
The University of Brighton,17 Business and management,1580,0,20,80,80,745,15245,9415,32670,935,17450,1505,725
The University of Brighton,19 Language and area studies,335,0,0,10,0,230,3750,1950,7470,195,3670,555,300
The University of Brighton,"20 Historical, philosophical and religious studies",370,0,0,80,0,85,2590,1205,4855,130,2310,310,200
The University of Brighton,22 Education and teaching,1120,0,20,30,110,800,19930,14940,34245,535,14380,1985,300
The University of Brighton,23 Combined and general studies,120,0,0,0,0,80,905,325,1920,40,1010,105,40
The University of Brighton,"24 Media, journalism and communications",330,0,0,80,0,190,4355,2250,9085,340,4730,935,130
The University of Brighton,"25 Design, and creative and performing arts",1155,0,0,300,190,710,14395,6725,29600,965,15220,3915,415
The University of Brighton,"26 Geography, earth and environmental studies (social sciences)",0,0,0,0,0,0,320,220,600,0,280,0,40
Greater Brighton Metropolitan College,10 Engineering and technology,0,0,0,0,0,0,430,240,1080,0,680,60,40
